Sentence,Sentiment
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",neutral
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",positive
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral
Mobile data transfer is expected to increase explosively in the LTE era .,neutral
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive
$REN bottoming out again.. Good time to buy,positive
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral
55 workers in +àm+Ñl will be affected by the close-down .,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,neutral
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive
This is the second successful effort for the financial investor this year .,positive
"$RNN day traders flushed out, it should start going up slowly from now on .",positive
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive
Financial terms were n't disclosed .,neutral
Finnish media group Talentum has issued a profit warning .,neutral
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive
The total investment of the project will be approximately EUR 36m .,neutral
`` Demand for sports equipment was good in 2005 .,positive
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",neutral
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",neutral
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,positive
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral
Meggitt share price tumbles as profit falls in 'challenging year',negative
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",neutral
"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",neutral
The total need for staff cuts corresponds to about 300 man-years .,neutral
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive
The estimated annual value of the frame agreement is about EUR 50mn .,neutral
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,neutral
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive
